,키워드,품사,textrank
0,위성,NNG,12.125114226098152
1,연구,NNG,11.545582219982565
2,큐브,NNP,8.82022300624509
3,개발,NNG,8.656429694748436
4,교수,NNG,7.4963650044740024
5,팀,NNG,6.317049276972216
6,연세,NNG,5.326872293497549
7,구조,NNG,4.922334539079896
8,암각화,NNG,4.846249217307454
9,기술,NNG,4.432542322924932
10,환경,NNG,4.174359172704839
11,기반,NNG,4.054756480824468
12,단일,NNG,3.688811173997943
13,데이터,NNG,3.473071637751614
14,활용,NNG,3.4717854384900817
15,분석,NNG,3.397740148213426
16,발사,NNG,3.3917366612775477
17,정보,NNG,3.115854434748565
18,우주,NNG,2.998040285817284
19,의료,NNG,2.997596751216458
20,학생,NNG,2.8795870867135567
21,대학,NNG,2.8593352569921135
22,분야,NNG,2.762813088665578
23,센터,NNG,2.743644942040062
24,논문,NNG,2.718913390701905
25,미세먼지,NNP,2.7062173886894065
26,상태,NNG,2.689305975132941
27,규명,NNG,2.6774735457422296
28,카,NNG,2.609309772255092
29,현상,NNG,2.5453952942785016
